ID	GO_ID	Expression_profile	T30
PTET.51.1.G0180168		none	220,2335756
PTET.51.1.G0180169		none	877,8433049
PTET.51.1.G0180170		Late induction	339,3381491
PTET.51.1.G0180171		none	246,0081514
PTET.51.1.G0180172		Late repression	501,9457651
PTET.51.1.G0180173		Late repression	94,52792156
PTET.51.1.G0180174		Early repression	116,8151307
PTET.51.1.G0180175		Intermediate peak	213,6359842
PTET.51.1.G0180176		none	576,7750342
PTET.51.1.G0180177		none	125,2375696
PTET.51.1.G0180178	GO:0007275	none	165,4295122
PTET.51.1.G0180179		none	42,29080507
PTET.51.1.G0180180	GO:0006355	Late repression	50,67570001
PTET.51.1.G0180181		Late induction	63,43744035
PTET.51.1.G0180182		none	119,7804245
PTET.51.1.G0180183		none	15,64929479
PTET.51.1.G0180184		none	57,79118714
PTET.51.1.G0180185	GO:0008152	none	2682,995061
PTET.51.1.G0180186	GO:0032012	Late repression	181,1252509
PTET.51.1.G0180187	GO:0006468	Late repression	64,0195652
PTET.51.1.G0180188		none	355,8549647
PTET.51.1.G0180189		none	314,252114
PTET.51.1.G0180190		Late peak	46,36157775
PTET.51.1.G0180191		Late repression	168,0640065
PTET.51.1.G0180192	GO:0006508	none	3000,990719
PTET.51.1.G0180193		Early peak	116,6259489
PTET.51.1.G0180194		none	1947,911665
PTET.51.1.G0180195		Late repression	74,01582767
PTET.51.1.G0180196		Late repression	241,0433422
PTET.51.1.G0180197	GO:0006468	none	326,5163624
PTET.51.1.G0180198		Intermediate peak	143,6159038
PTET.51.1.G0180199		Intermediate peak	90,53026221
PTET.51.1.G0180200	GO:0015671	Early repression	571,1111223
PTET.51.1.G0180201	GO:0006412	Early repression	417,4769667
PTET.51.1.G0180202		none	14,70645559
PTET.51.1.G0180203		Early repression	209,4103819
PTET.51.1.G0180204		Late induction	253,0060136
PTET.51.1.G0180205		Late repression	162,7215745
PTET.51.1.G0180206		Late repression	65,85057021
PTET.51.1.G0180207		Intermediate peak	17,03619113
PTET.51.1.G0180208		Early peak	20,3315944
PTET.51.1.G0180209		none	826,9367175
PTET.51.1.G0180210		Early repression	207,2820553
PTET.51.1.G0180211	GO:0008152	none	102,3092343
PTET.51.1.G0180212		none	65,01712791
PTET.51.1.G0180213		none	132,9613193
PTET.51.1.G0180214		Early repression	3637,364621
PTET.51.1.G0180215		none	31,35250446
PTET.51.1.G0180216		none	247,2503895
PTET.51.1.G0180217		Late induction	128,9681377
PTET.51.1.G0180218	GO:0006468	Late repression	44,19776953
PTET.51.1.G0180219		Intermediate peak	60,81734384
PTET.51.1.G0180220		none	258,8586507
PTET.51.1.G0180221		Early peak	146,4160104
PTET.51.1.G0180222		Early peak	57,35517681
PTET.51.1.G0180223	GO:0006030	Late induction	356,5814923
PTET.51.1.G0180224		Late repression	19,00723883
PTET.51.1.G0180225	GO:0006355	Early peak	865,3542856
PTET.51.1.G0180226		none	103,7002081
PTET.51.1.G0180227		none	58,43734996
PTET.51.1.G0180228		Late repression	465,5035786
PTET.51.1.G0180229		none	1039,89604
PTET.51.1.G0180230		Late induction	311,2276411
PTET.51.1.G0180231		none	350,064355
PTET.51.1.G0180232	GO:0007018	Early repression	62,50059104
PTET.51.1.G0180233	GO:0006468	Intermediate peak	448,5918969
PTET.51.1.G0180234		none	27,38263373
PTET.51.1.G0180235	GO:0044237	Early repression	146,6684042
PTET.51.1.G0180236		none	33,69656983
PTET.51.1.G0180237	GO:0006810	none	14,89152066
PTET.51.1.G0180238		none	41,95237314
PTET.51.1.G0180239		none	326,4578558
PTET.51.1.G0180240		Early peak	251,0663542
PTET.51.1.G0180241		none	30,34375041
PTET.51.1.G0180242	GO:0055085	none	170,7155896
PTET.51.1.G0180243		none	717,1637538
PTET.51.1.G0180244		Early repression	103,4191777
PTET.51.1.G0180245	GO:0007017	none	274,8042944
PTET.51.1.G0180246		none	23,5263862
PTET.51.1.G0180247		none	191865,2358
PTET.51.1.G0180248	GO:0006886	Late repression	1308,710181
PTET.51.1.G0180249	GO:0007155	none	1913,111717
PTET.51.1.G0180250	GO:0006298	none	68,2176975
PTET.51.1.G0180251		none	19,3876654
PTET.51.1.G0180252		none	14755,02891
PTET.51.1.G0180253	GO:0006412	Early repression	4042,653029
PTET.51.1.G0180254		Late repression	170,0252277
PTET.51.1.G0180255		none	0
PTET.51.1.G0180256		none	30557,61229
PTET.51.1.G0180257		Intermediate peak	126,181389
PTET.51.1.G0180258		none	197,9028465
PTET.51.1.G0180259		Intermediate peak	82,02575971
PTET.51.1.G0180260		Early repression	1470,806726
PTET.51.1.G0180261	GO:0006003	Early repression	1167,530363
PTET.51.1.G0180262		none	51464,96299
PTET.51.1.G0180263		none	0
PTET.51.1.G0180264		Early peak	84,21173095
PTET.51.1.G0180265		Late induction	658,2070072
PTET.51.1.G0180266	GO:0006508	Late induction	563,188281
PTET.51.1.G0180267		none	18,28715782
PTET.51.1.G0180268		none	63,17242441
PTET.51.1.G0180269		Late repression	57,17367308
PTET.51.1.G0180270		none	112,0049207
PTET.51.1.G0180271	GO:0006412	Early repression	8925,730035
PTET.51.1.G0180272		none	184,6381683
PTET.51.1.G0180273		Early repression	22,7973258
PTET.51.1.G0180274		Early repression	6037,315159
PTET.51.1.G0180275	GO:0006468	none	526,9596561
PTET.51.1.G0180276		none	42,36392954
PTET.51.1.G0180277		Late induction	13951,51521
PTET.51.1.G0180278		none	73,10482808
PTET.51.1.G0180279		none	149,1054518
PTET.51.1.G0180280		Late induction	82,99631468
PTET.51.1.G0180281		none	0,374870437
PTET.51.1.G0180282	GO:0008152	Late induction	14,37030804
PTET.51.1.G0180283		none	2650,006783
PTET.51.1.G0180284		none	239,2826833
PTET.51.1.G0180285		Early peak	22,68996006
PTET.51.1.G0180286		Late repression	1608,462106
PTET.51.1.G0180287		Late repression	123,7910335
PTET.51.1.G0180288		none	830,140717
PTET.51.1.G0180289		none	1084,012842
PTET.51.1.G0180290		Late peak	621,5511359
PTET.51.1.G0180291	GO:0006422	Late induction	44,7414898
PTET.51.1.G0180292		Late repression	241,5920093
PTET.51.1.G0180293		Early peak	85,88817233
PTET.51.1.G0180294	GO:0006468	none	155,5097893
PTET.51.1.G0180295		none	8,090151191
PTET.51.1.G0180296		none	0
PTET.51.1.G0180297		none	0
PTET.51.1.G0180298		Late induction	114,5383741
PTET.51.1.G0180299		none	128,6982507
PTET.51.1.G0180300		Late repression	107,5272133
PTET.51.1.G0180301		none	5319,103383
PTET.51.1.G0180302		Intermediate peak	101,2914066
PTET.51.1.G0180303	GO:0006606	Early peak	21,33043766
PTET.51.1.G0180304		Late repression	187,2072971
PTET.51.1.G0180305		Intermediate peak	63,39256384
PTET.51.1.G0180306		Late repression	16,80640065
PTET.51.1.G0180307	GO:0006629	none	576,722979
PTET.51.1.G0180308	GO:0006812	none	95,0179104
PTET.51.1.G0180309		none	35,68179202
PTET.51.1.G0180310		Early repression	165,8845356
PTET.51.1.G0180311	GO:0007155	none	405,162206
PTET.51.1.G0180312		none	158,3222772
PTET.51.1.G0180313	GO:0006812	Late repression	125,8047889
PTET.51.1.G0180314	GO:0008272	Early repression	58,33351671
PTET.51.1.G0180315		none	490,6904068
PTET.51.1.G0180316		none	127,0951449
PTET.51.1.G0180317		none	44,85244772
PTET.51.1.G0180318		none	54,46678661
PTET.51.1.G0180319		Late repression	606,0701049
PTET.51.1.G0180320		Early repression	7131,55545
PTET.51.1.G0180321		Early repression	622,8107461
PTET.51.1.G0180322		Late repression	274,2651012
PTET.51.1.G0180323		none	66,73263918
PTET.51.1.G0180324		none	483,1916941
PTET.51.1.G0180325	GO:0006508	none	179,6430672
PTET.51.1.G0180326		Early peak	20,62992459
PTET.51.1.G0180327	GO:0006412	Early repression	28687,12277
PTET.51.1.G0180328		none	79,33760839
PTET.51.1.G0180329		none	32,01219171
PTET.51.1.G0180330		Late repression	96,69798404
PTET.51.1.G0180331		Late induction	158,65974
PTET.51.1.G0180332		none	293,1781681
PTET.51.1.G0180333	GO:0006139	none	80,89823572
PTET.51.1.G0180334		none	466,5025753
PTET.51.1.G0180335	GO:0006807	Early repression	218,5079966
PTET.51.1.G0180336		Late repression	47,51990281
PTET.51.1.G0180337		Late repression	40,51543013
PTET.51.1.G0180338		none	210,9190373
PTET.51.1.G0180339		none	522,9482708
PTET.51.1.G0180340		none	158,9065983
PTET.51.1.G0180341		none	5,688116708
PTET.51.1.G0180342		none	167,1140044
PTET.51.1.G0190001		none	84,04658959
PTET.51.1.G0190002		none	205,8686553
PTET.51.1.G0190003		none	23,76352594
PTET.51.1.G0190004		none	34,80865903
PTET.51.1.G0190005		Early peak	52,7740924
PTET.51.1.G0190006		Early peak	363,3902366
PTET.51.1.G0190007		none	0,704464812
PTET.51.1.G0190008		Early repression	399,8177234
PTET.51.1.G0190009		none	42,62173689
PTET.51.1.G0190010		none	117,7121199
PTET.51.1.G0190011		Early peak	1354,558431
PTET.51.1.G0190012		none	0
PTET.51.1.G0190013	GO:0006812	none	113,4357941
PTET.51.1.G0190014		none	27,46944166
PTET.51.1.G0190015		Intermediate peak	90,05808888
PTET.51.1.G0190016		none	243,4711527
PTET.51.1.G0190017		none	426,1623021
PTET.51.1.G0190018		none	31,9583354
PTET.51.1.G0190019		none	252,3199756
PTET.51.1.G0190020	GO:0007264	none	504,5622672
PTET.51.1.G0190021		none	340,9186355
PTET.51.1.G0190022		none	289,2643732
PTET.51.1.G0190023		none	0
PTET.51.1.G0190024		Late repression	555,61972
PTET.51.1.G0190025		none	437,1869089
PTET.51.1.G0190026	GO:0006468	none	537,2290484
PTET.51.1.G0190027		none	3,866641133
PTET.51.1.G0190028		none	987,0782146
PTET.51.1.G0190029	GO:0006468	none	48,68735266
PTET.51.1.G0190030	GO:0006470	Late repression	92,45312082
PTET.51.1.G0190031		none	55,38285298
PTET.51.1.G0190032		Early repression	2055,182708
PTET.51.1.G0190033	GO:0006412	Early repression	6411,989017
PTET.51.1.G0190034		none	54,73920523
PTET.51.1.G0190035	GO:0006855	none	106,1533313
PTET.51.1.G0190036	GO:0008299	none	961,5931513
PTET.51.1.G0190037		none	0
PTET.51.1.G0190038		Late repression	105,5291006
PTET.51.1.G0190039	GO:0017003	Early repression	716,6023267
PTET.51.1.G0190040	GO:0007264	Early repression	214,849392
PTET.51.1.G0190041		Late repression	40,22311101
PTET.51.1.G0190042		none	95,23922348
PTET.51.1.G0190043		none	556,1031393
PTET.51.1.G0190044		none	42,26170923
PTET.51.1.G0190045		none	237,2241326
PTET.51.1.G0190046		Late repression	877,8007438
PTET.51.1.G0190047	GO:0006468	Late induction	280,3689847
PTET.51.1.G0190048	GO:0006468	none	435,0983737
PTET.51.1.G0190049	GO:0006511	Late repression	360,8364522
PTET.51.1.G0190050		none	37,59038896
PTET.51.1.G0190051	GO:0006468	none	93,60217159
PTET.51.1.G0190052		Late induction	141,203654
PTET.51.1.G0190053		none	229,0188085
PTET.51.1.G0190054		none	40,38043739
PTET.51.1.G0190055		none	192,5871074
PTET.51.1.G0190056	GO:0006468	Early peak	53,90821544
PTET.51.1.G0190057		Early repression	107,4490769
PTET.51.1.G0190058		none	62,10433158
PTET.51.1.G0190059		Late induction	16,04756242
PTET.51.1.G0190060		none	0
PTET.51.1.G0190061		Late induction	356,4810601
PTET.51.1.G0190062		none	275,9027258
PTET.51.1.G0190063		none	33,7383393
PTET.51.1.G0190064		none	899,6569162
PTET.51.1.G0190065		none	0
PTET.51.1.G0190066	GO:0035556	none	451,2396114
PTET.51.1.G0190067		Early peak	99,4156398
PTET.51.1.G0190068	GO:0006355	Intermediate peak	1015,814606
PTET.51.1.G0190069		Intermediate peak	79,68729539
PTET.51.1.G0190070		Late repression	192,227302
PTET.51.1.G0190071		none	123,2708278
PTET.51.1.G0190072	GO:0006508	none	387,0786172
PTET.51.1.G0190073	GO:0006629	Intermediate peak	1638,228703
PTET.51.1.G0190074		none	185,8105761
PTET.51.1.G0190075		none	92,91242743
PTET.51.1.G0190076	GO:0006468	Intermediate peak	171,920082
PTET.51.1.G0190077		none	351,2707094
PTET.51.1.G0190078		none	4144,045532
PTET.51.1.G0190079		Early repression	104,4701447
PTET.51.1.G0190080		none	5,832729845
PTET.51.1.G0190081	GO:0006511	none	133,0917961
PTET.51.1.G0190082		Early repression	267,7573267
PTET.51.1.G0190083		none	23,55269618
PTET.51.1.G0190084	GO:0008152	none	1217,048874
PTET.51.1.G0190085	GO:0000079	none	485,524986
PTET.51.1.G0190086	GO:0006468	none	549,3624349
PTET.51.1.G0190087	GO:0006412	Early repression	16063,26048
PTET.51.1.G0190088		none	22,00048613
PTET.51.1.G0190089		none	124,1128416
PTET.51.1.G0190090	GO:0006412	Early repression	1738,00645
PTET.51.1.G0190091		none	45,88414145
PTET.51.1.G0190092		none	79,50349285
PTET.51.1.G0190093		Early peak	38,23678454
PTET.51.1.G0190094		none	133,6958954
PTET.51.1.G0190095		Late repression	43,1161886
PTET.51.1.G0190096	GO:0006468	Late induction	578,4961799
PTET.51.1.G0190097		none	269,8046978
PTET.51.1.G0190098		none	76,70391115
PTET.51.1.G0190099		none	53,93098715
PTET.51.1.G0190100		none	89,17376554
PTET.51.1.G0190101		Early peak	15,07667374
PTET.51.1.G0190102		Intermediate peak	1725,434902
PTET.51.1.G0190103		none	9,003428918
PTET.51.1.G0190104		none	48,91638521
PTET.51.1.G0190105		none	1275,704597
PTET.51.1.G0190106		none	0
PTET.51.1.G0190107		Late repression	122,6465377
PTET.51.1.G0190108		none	434,4157918
PTET.51.1.G0190109		none	136,2549378
PTET.51.1.G0190110		Late repression	181,3748509
PTET.51.1.G0190111		none	1795,912594
PTET.51.1.G0190112		Late induction	101,7746644
PTET.51.1.G0190113	GO:0035023	none	131,0881318
PTET.51.1.G0190114		none	155,2964321
PTET.51.1.G0190115		Early repression	1005,890674
PTET.51.1.G0190116		Early repression	429,323115
PTET.51.1.G0190117		Intermediate peak	41,2957273
PTET.51.1.G0190118		none	3467,112523
PTET.51.1.G0190119		Early repression	298,1567737
PTET.51.1.G0190120		Early repression	497,9674265
PTET.51.1.G0190121		none	119,5822219
PTET.51.1.G0190122	GO:0006413	none	5042,344739
PTET.51.1.G0190123		none	81,82137111
PTET.51.1.G0190124		none	658,9642633
PTET.51.1.G0190125		none	69,4045837
PTET.51.1.G0190126		Early repression	14,54074905
PTET.51.1.G0190127		none	92,53944493
PTET.51.1.G0190128		Early repression	1999,972443
PTET.51.1.G0190129		Late repression	92,79938719
PTET.51.1.G0190130		Late repression	1259,869646
PTET.51.1.G0190131	GO:0006412	Early repression	3819,626874
PTET.51.1.G0190132		Early repression	243,5046925
PTET.51.1.G0190133	GO:0016567	Early repression	900,6653589
PTET.51.1.G0190134		Late repression	26,18388506
PTET.51.1.G0190135		Late repression	140,5201832
PTET.51.1.G0190136		none	509,1865141
PTET.51.1.G0190137	GO:0055085	Early repression	64,48467003
PTET.51.1.G0190138		Early repression	356,9178369
PTET.51.1.G0190139	GO:0045454	Late repression	649,2907579
PTET.51.1.G0190140	GO:0006511	none	130,3850603
PTET.51.1.G0190141	GO:0006511	none	43,6405951
PTET.51.1.G0190142		none	348,0222955
PTET.51.1.G0190143		Late induction	37,18995614
PTET.51.1.G0190144		none	67,10555687
PTET.51.1.G0190145	GO:0006355	none	129,9722462
PTET.51.1.G0190146	GO:0006412	none	5640,756954
PTET.51.1.G0190147		none	204,5175097
PTET.51.1.G0190148		none	832,770282
PTET.51.1.G0190149		Early repression	393,7653485
PTET.51.1.G0190150		Early repression	36,4849564
PTET.51.1.G0190151		Early repression	157,6071696
PTET.51.1.G0190152	GO:0006464	Early peak	95,64405506
PTET.51.1.G0190153		none	693,2109091
PTET.51.1.G0190154		none	105,5856664
PTET.51.1.G0190155		none	14,3903726
PTET.51.1.G0190156		none	3,809568939
PTET.51.1.G0190157		Intermediate peak	104,5811137
PTET.51.1.G0190158	GO:0006813	none	170,649696
PTET.51.1.G0190159		Early peak	30,59590295
PTET.51.1.G0190160		none	36,38390071
PTET.51.1.G0190161		none	22,29381097
PTET.51.1.G0190162		Early repression	9,791518032
PTET.51.1.G0190163	GO:0006260	Late repression	367,2683832
PTET.51.1.G0190164	GO:0000160	none	73,26407171
PTET.51.1.G0190165		Early repression	739,6161565
PTET.51.1.G0190166		none	137,6524243
PTET.51.1.G0190167		none	226,7485858
PTET.51.1.G0190168		none	20,36354249
PTET.51.1.G0190169	GO:0006811	none	74,05886104
PTET.51.1.G0190170		Late induction	66,91437294
PTET.51.1.G0190171		none	13,17948744
PTET.51.1.G0190172	GO:0006811	none	26,50497539
PTET.51.1.G0190173		none	61,5075878
PTET.51.1.G0190174		none	193,0491317
PTET.51.1.G0190175		none	20,46184686
PTET.51.1.G0190176		none	13,89760053
PTET.51.1.G0190177		none	0
PTET.51.1.G0190178		none	17,38035661
PTET.51.1.G0190179		Late induction	30,61777742
PTET.51.1.G0190180		none	10,05111582
PTET.51.1.G0190181		none	8,675572963
PTET.51.1.G0190182		none	64,05569774
PTET.51.1.G0190183		none	678,0871801
PTET.51.1.G0190184		Late repression	62,68101465
PTET.51.1.G0190185		none	1,543188614
PTET.51.1.G0190186		none	70,68843437
PTET.51.1.G0190187		none	45,51410805
PTET.51.1.G0190188		none	142,8878134
PTET.51.1.G0190189		Early repression	236,1357973
PTET.51.1.G0190190		none	49,7078199
PTET.51.1.G0190191		none	0
PTET.51.1.G0190192		none	63,11574042
PTET.51.1.G0190193	GO:0006355	none	157,3770095
PTET.51.1.G0190194		none	3,12846419
PTET.51.1.G0190195		none	594,8733951
PTET.51.1.G0190196		none	71,26253826
PTET.51.1.G0190197		none	6,493038884
PTET.51.1.G0190198	GO:0055085	Early repression	315,3407587
PTET.51.1.G0190199	GO:0006468	none	53,60835621
PTET.51.1.G0190200		none	24,58079006
PTET.51.1.G0190201	GO:0006470	Early peak	54,79424642
PTET.51.1.G0190202		none	61,14173217
PTET.51.1.G0190203		Early repression	129,6725737
PTET.51.1.G0190204	GO:0006468	none	86,81016972
PTET.51.1.G0190205	GO:0006886	Late repression	38,8729482
PTET.51.1.G0190206		Early repression	730,0976624
PTET.51.1.G0190207		Early peak	31,43650909
PTET.51.1.G0190208	GO:0006468	none	29,03605826
PTET.51.1.G0190209		none	5447,454232
PTET.51.1.G0190210		none	57,9874386
PTET.51.1.G0190211		none	81,80611589
PTET.51.1.G0190212		none	106,2757688
PTET.51.1.G0190213		Late repression	42,52756008
PTET.51.1.G0190214		none	0
PTET.51.1.G0190215	GO:0006468	Early peak	48,56991997
PTET.51.1.G0190216		Late induction	687,8134502
PTET.51.1.G0190217		none	122,8343163
PTET.51.1.G0190218	GO:0006661	none	3,193791748
PTET.51.1.G0190219		Late peak	98,19774805
PTET.51.1.G0190220		none	196,2279241
PTET.51.1.G0190221	GO:0006974	none	318,7183056
PTET.51.1.G0190222		Early repression	223,6851896
PTET.51.1.G0190223		Late induction	110,3945185
PTET.51.1.G0190224		none	153,3939787
PTET.51.1.G0190225		none	5,498765287
PTET.51.1.G0190226		Early peak	110,0919825
PTET.51.1.G0190227		Intermediate peak	73,86799603
PTET.51.1.G0190228		none	120,6378411
PTET.51.1.G0190229		none	7,253347887
PTET.51.1.G0190230		Early peak	588,5900157
PTET.51.1.G0190231	GO:0006303	Early peak	130,3815294
PTET.51.1.G0190232		none	192,2433181
PTET.51.1.G0190233	GO:0016226	none	470,7526476
PTET.51.1.G0190234	GO:0006468	none	96,4144735
PTET.51.1.G0190235		none	52,08845522
PTET.51.1.G0190236		none	792,2851753
PTET.51.1.G0190237		none	102,7613584
PTET.51.1.G0190238		Late repression	0
PTET.51.1.G0190239	GO:0008643	Early repression	84,54609834
PTET.51.1.G0190240		none	31,85242124
PTET.51.1.G0190241		none	250,4102613
PTET.51.1.G0190242		Early repression	160,4980998
PTET.51.1.G0190243		none	48,51978404
PTET.51.1.G0190244		Intermediate peak	27,90251845
PTET.51.1.G0190245		none	106,5904576
PTET.51.1.G0190246		none	160,3261667
PTET.51.1.G0190247		none	80,55297125
PTET.51.1.G0190248		Late repression	3911,31187
PTET.51.1.G0190249		Late induction	55,57140337
PTET.51.1.G0190250		none	39,7948914
PTET.51.1.G0190251		Late repression	180,3578451
PTET.51.1.G0190252		none	101,4156164
PTET.51.1.G0190253		none	299,7687339
PTET.51.1.G0190254		Intermediate peak	144,6539392
PTET.51.1.G0190255		Early peak	114,6092872
PTET.51.1.G0190256		none	193,8979658
PTET.51.1.G0190257		Late induction	85,34724517
PTET.51.1.G0190258		Late repression	216,2412198
PTET.51.1.G0190259	GO:0055114	none	24583,78032
PTET.51.1.G0190260	GO:0006468	none	516,6125434
PTET.51.1.G0190261	GO:0007166	none	278,4898088
PTET.51.1.G0190262	GO:0006810	Late repression	195,228198
PTET.51.1.G0190263		Early peak	129,8666537
PTET.51.1.G0190264		none	372,7152369
PTET.51.1.G0190265	GO:0006468	none	155,9818036
PTET.51.1.G0190266		none	147,7485771
PTET.51.1.G0190267		none	0
PTET.51.1.G0190268	GO:0006468	none	148,2533348
PTET.51.1.G0190269	GO:0006468	none	162,4394868
PTET.51.1.G0190270		none	10,34876887
PTET.51.1.G0190271		none	45,61737318
PTET.51.1.G0190272		none	33,45718647
PTET.51.1.G0190273		Late repression	202,9657675
PTET.51.1.G0190274	GO:0015991	none	244,2570621
PTET.51.1.G0190275	GO:0006508	none	195,5634663
PTET.51.1.G0190276		none	60,35529375
PTET.51.1.G0190277		Early peak	49,21143974
PTET.51.1.G0190278		none	90,04519581
PTET.51.1.G0190279		Early peak	55,56475686
PTET.51.1.G0190280		Late repression	49,54678349
PTET.51.1.G0190281		none	485,1004111
PTET.51.1.G0190282		none	56,70511813
PTET.51.1.G0190283		none	711,3638701
PTET.51.1.G0190284		Intermediate peak	68,71713735
PTET.51.1.G0190285		Early repression	181,7535976
PTET.51.1.G0190286		none	895,9625253
PTET.51.1.G0190287		Late repression	138,0204789
PTET.51.1.G0190288		Late induction	31,22550269
PTET.51.1.G0190289		none	79,59493924
PTET.51.1.G0190290		Early peak	897,3137007
PTET.51.1.G0190291		Early peak	130,8522297
PTET.51.1.G0190292	GO:0007049	Early peak	883,360046
PTET.51.1.G0190293		Late repression	180,1546669
PTET.51.1.G0190294		Late induction	13,10597231
PTET.51.1.G0190295		Late repression	624,5737916
PTET.51.1.G0190296	GO:0007165	none	41,28742832
PTET.51.1.G0190297		Late induction	194,0588689
PTET.51.1.G0190298		none	37,50146176
PTET.51.1.G0190299		none	55,7530769
PTET.51.1.G0190300		none	3519,338761
PTET.51.1.G0190301		Late repression	61,38554058
PTET.51.1.G0190302		none	2678,417654
PTET.51.1.G0190303		none	66,45289451
PTET.51.1.G0190304		none	22,12271105
PTET.51.1.G0190305		none	281,3031372
PTET.51.1.G0190306		none	85,53872964
PTET.51.1.G0190307		Late repression	172,4967724
PTET.51.1.G0190308		none	154,9551034
PTET.51.1.G0190309		Late repression	438,4455758
PTET.51.1.G0190310	GO:0006468	none	56,59893228
PTET.51.1.G0190311		none	11,02984169
PTET.51.1.G0190312		Early peak	28,15617771
PTET.51.1.G0190313		none	3000,477812
PTET.51.1.G0190314		Intermediate peak	636,0427704
PTET.51.1.G0190315		Intermediate peak	710,0253508
PTET.51.1.G0190316		Late induction	1699,050664
PTET.51.1.G0190317		none	69,84519095
PTET.51.1.G0190318		Late repression	398,2221219
PTET.51.1.G0190319	GO:0006412	none	17328,0497
PTET.51.1.G0190320		none	0
PTET.51.1.G0190321		Intermediate peak	116,1570823
PTET.51.1.G0190322		Intermediate peak	783,1948281
PTET.51.1.G0190323		none	52,25611177
PTET.51.1.G0190324		Intermediate peak	226,68299
PTET.51.1.G0190325	GO:0006259	Late induction	198,107881
PTET.51.1.G0190326	GO:0006468	Late repression	96,80676357
PTET.51.1.G0190327		none	45,88414145
PTET.51.1.G0190328		none	112,3523415
PTET.51.1.G0190329		Late induction	199,7232899
PTET.51.1.G0190330		none	192,1918116
PTET.51.1.G0190331		none	292,0417439
PTET.51.1.G0190332		Late repression	168,0640065
PTET.51.1.G0190333	GO:0006468	none	383,2630209
PTET.51.1.G0190334		none	20,94103819
PTET.51.1.G0190335	GO:0006468	none	138,3743776
PTET.51.1.G0190336		none	5,672490014
PTET.51.1.G0190337		none	61,15220942
PTET.51.1.G0190338		none	47,11318095
PTET.51.1.G0190339	GO:0006468	none	140,9876152
PTET.51.1.G0190340		Early repression	99,042598
PTET.51.1.G0190341		none	8,232547998
PTET.51.1.G0190342		none	153,4739684
PTET.51.1.G0190343	GO:0006281	none	1304,394912
PTET.51.1.G0190344		Early peak	0
PTET.51.1.G0190345		Early peak	56,75772705
PTET.51.1.G0190346		Early peak	28,44058354
PTET.51.1.G0190347		Intermediate peak	691,3744181
PTET.51.1.G0190348		none	63,35139984
PTET.51.1.G0190349	GO:0006468	Late repression	251,7895377
PTET.51.1.G0190350		none	116,1759404
PTET.51.1.G0190351		none	31,76594408
PTET.51.1.G0190352		none	23,96932762
PTET.51.1.G0190353		Late induction	190,3703741
PTET.51.1.G0190354		none	5,354231498
